:START_ID(COMPANY_ID)|:END_ID(COUNTRY_ID)|:TYPE
539|0|IS_LOCATED_IN
540|0|IS_LOCATED_IN
541|0|IS_LOCATED_IN
542|0|IS_LOCATED_IN
543|0|IS_LOCATED_IN
544|0|IS_LOCATED_IN
545|0|IS_LOCATED_IN
546|0|IS_LOCATED_IN
547|0|IS_LOCATED_IN
548|0|IS_LOCATED_IN
549|0|IS_LOCATED_IN
550|0|IS_LOCATED_IN
551|0|IS_LOCATED_IN
552|0|IS_LOCATED_IN
553|0|IS_LOCATED_IN
554|0|IS_LOCATED_IN
555|51|IS_LOCATED_IN
556|51|IS_LOCATED_IN
557|51|IS_LOCATED_IN
558|51|IS_LOCATED_IN
559|51|IS_LOCATED_IN
560|51|IS_LOCATED_IN
561|51|IS_LOCATED_IN
562|51|IS_LOCATED_IN
563|51|IS_LOCATED_IN
564|51|IS_LOCATED_IN
565|51|IS_LOCATED_IN
566|51|IS_LOCATED_IN
567|51|IS_LOCATED_IN
568|51|IS_LOCATED_IN
569|51|IS_LOCATED_IN
570|51|IS_LOCATED_IN
571|51|IS_LOCATED_IN
572|51|IS_LOCATED_IN
573|51|IS_LOCATED_IN
574|51|IS_LOCATED_IN
575|51|IS_LOCATED_IN
576|51|IS_LOCATED_IN
577|51|IS_LOCATED_IN
578|51|IS_LOCATED_IN
579|51|IS_LOCATED_IN
580|51|IS_LOCATED_IN
581|51|IS_LOCATED_IN
582|51|IS_LOCATED_IN
583|51|IS_LOCATED_IN
584|51|IS_LOCATED_IN
585|51|IS_LOCATED_IN
586|51|IS_LOCATED_IN
587|51|IS_LOCATED_IN
588|51|IS_LOCATED_IN
589|80|IS_LOCATED_IN
590|80|IS_LOCATED_IN
591|80|IS_LOCATED_IN
592|80|IS_LOCATED_IN
593|80|IS_LOCATED_IN
594|80|IS_LOCATED_IN
595|80|IS_LOCATED_IN
596|80|IS_LOCATED_IN
597|80|IS_LOCATED_IN
598|80|IS_LOCATED_IN
599|80|IS_LOCATED_IN
600|80|IS_LOCATED_IN
601|80|IS_LOCATED_IN
602|80|IS_LOCATED_IN
603|80|IS_LOCATED_IN
604|80|IS_LOCATED_IN
605|80|IS_LOCATED_IN
606|80|IS_LOCATED_IN
607|17|IS_LOCATED_IN
608|17|IS_LOCATED_IN
609|17|IS_LOCATED_IN
610|17|IS_LOCATED_IN
611|17|IS_LOCATED_IN
612|17|IS_LOCATED_IN
613|17|IS_LOCATED_IN
614|17|IS_LOCATED_IN
615|17|IS_LOCATED_IN
616|17|IS_LOCATED_IN
617|81|IS_LOCATED_IN
618|81|IS_LOCATED_IN
619|81|IS_LOCATED_IN
620|81|IS_LOCATED_IN
621|81|IS_LOCATED_IN
622|81|IS_LOCATED_IN
623|81|IS_LOCATED_IN
624|81|IS_LOCATED_IN
625|81|IS_LOCATED_IN
626|81|IS_LOCATED_IN
627|81|IS_LOCATED_IN
628|81|IS_LOCATED_IN
629|81|IS_LOCATED_IN
630|81|IS_LOCATED_IN
631|81|IS_LOCATED_IN
632|81|IS_LOCATED_IN
633|81|IS_LOCATED_IN
634|81|IS_LOCATED_IN
635|81|IS_LOCATED_IN
636|81|IS_LOCATED_IN
637|81|IS_LOCATED_IN
638|81|IS_LOCATED_IN
639|81|IS_LOCATED_IN
640|81|IS_LOCATED_IN
641|81|IS_LOCATED_IN
642|81|IS_LOCATED_IN
643|81|IS_LOCATED_IN
644|81|IS_LOCATED_IN
645|81|IS_LOCATED_IN
646|81|IS_LOCATED_IN
647|81|IS_LOCATED_IN
648|81|IS_LOCATED_IN
649|81|IS_LOCATED_IN
650|81|IS_LOCATED_IN
651|81|IS_LOCATED_IN
652|81|IS_LOCATED_IN
653|81|IS_LOCATED_IN
654|81|IS_LOCATED_IN
655|81|IS_LOCATED_IN
656|81|IS_LOCATED_IN
657|81|IS_LOCATED_IN
658|81|IS_LOCATED_IN
659|81|IS_LOCATED_IN
660|81|IS_LOCATED_IN
661|81|IS_LOCATED_IN
662|81|IS_LOCATED_IN
663|81|IS_LOCATED_IN
664|52|IS_LOCATED_IN
665|52|IS_LOCATED_IN
666|52|IS_LOCATED_IN
667|52|IS_LOCATED_IN
668|52|IS_LOCATED_IN
669|52|IS_LOCATED_IN
670|52|IS_LOCATED_IN
671|52|IS_LOCATED_IN
672|52|IS_LOCATED_IN
673|52|IS_LOCATED_IN
674|52|IS_LOCATED_IN
675|52|IS_LOCATED_IN
676|52|IS_LOCATED_IN
677|52|IS_LOCATED_IN
678|52|IS_LOCATED_IN
679|52|IS_LOCATED_IN
680|52|IS_LOCATED_IN
681|52|IS_LOCATED_IN
682|52|IS_LOCATED_IN
683|18|IS_LOCATED_IN
684|18|IS_LOCATED_IN
685|18|IS_LOCATED_IN
686|18|IS_LOCATED_IN
687|18|IS_LOCATED_IN
688|18|IS_LOCATED_IN
689|18|IS_LOCATED_IN
690|18|IS_LOCATED_IN
691|18|IS_LOCATED_IN
692|18|IS_LOCATED_IN
693|18|IS_LOCATED_IN
694|18|IS_LOCATED_IN
695|18|IS_LOCATED_IN
696|82|IS_LOCATED_IN
697|82|IS_LOCATED_IN
698|82|IS_LOCATED_IN
699|82|IS_LOCATED_IN
700|82|IS_LOCATED_IN
701|82|IS_LOCATED_IN
702|82|IS_LOCATED_IN
703|82|IS_LOCATED_IN
704|82|IS_LOCATED_IN
705|82|IS_LOCATED_IN
706|82|IS_LOCATED_IN
707|82|IS_LOCATED_IN
708|82|IS_LOCATED_IN
709|82|IS_LOCATED_IN
710|82|IS_LOCATED_IN
711|82|IS_LOCATED_IN
712|82|IS_LOCATED_IN
713|82|IS_LOCATED_IN
714|82|IS_LOCATED_IN
715|82|IS_LOCATED_IN
716|83|IS_LOCATED_IN
717|83|IS_LOCATED_IN
718|83|IS_LOCATED_IN
719|83|IS_LOCATED_IN
720|83|IS_LOCATED_IN
721|83|IS_LOCATED_IN
722|83|IS_LOCATED_IN
723|83|IS_LOCATED_IN
724|83|IS_LOCATED_IN
725|83|IS_LOCATED_IN
726|83|IS_LOCATED_IN
727|83|IS_LOCATED_IN
728|19|IS_LOCATED_IN
729|19|IS_LOCATED_IN
730|20|IS_LOCATED_IN
731|20|IS_LOCATED_IN
732|20|IS_LOCATED_IN
733|20|IS_LOCATED_IN
734|20|IS_LOCATED_IN
735|21|IS_LOCATED_IN
736|21|IS_LOCATED_IN
737|22|IS_LOCATED_IN
738|22|IS_LOCATED_IN
739|22|IS_LOCATED_IN
740|22|IS_LOCATED_IN
741|22|IS_LOCATED_IN
742|22|IS_LOCATED_IN
743|22|IS_LOCATED_IN
744|22|IS_LOCATED_IN
745|22|IS_LOCATED_IN
746|22|IS_LOCATED_IN
747|22|IS_LOCATED_IN
748|22|IS_LOCATED_IN
749|23|IS_LOCATED_IN
750|23|IS_LOCATED_IN
751|23|IS_LOCATED_IN
752|23|IS_LOCATED_IN
753|23|IS_LOCATED_IN
754|23|IS_LOCATED_IN
755|23|IS_LOCATED_IN
756|23|IS_LOCATED_IN
757|23|IS_LOCATED_IN
758|84|IS_LOCATED_IN
759|85|IS_LOCATED_IN
760|85|IS_LOCATED_IN
761|85|IS_LOCATED_IN
762|85|IS_LOCATED_IN
763|85|IS_LOCATED_IN
764|85|IS_LOCATED_IN
765|85|IS_LOCATED_IN
766|85|IS_LOCATED_IN
767|85|IS_LOCATED_IN
768|85|IS_LOCATED_IN
769|85|IS_LOCATED_IN
770|85|IS_LOCATED_IN
771|24|IS_LOCATED_IN
772|24|IS_LOCATED_IN
773|24|IS_LOCATED_IN
774|24|IS_LOCATED_IN
775|25|IS_LOCATED_IN
776|25|IS_LOCATED_IN
777|26|IS_LOCATED_IN
778|53|IS_LOCATED_IN
779|53|IS_LOCATED_IN
780|53|IS_LOCATED_IN
781|53|IS_LOCATED_IN
782|53|IS_LOCATED_IN
783|53|IS_LOCATED_IN
784|53|IS_LOCATED_IN
785|53|IS_LOCATED_IN
786|53|IS_LOCATED_IN
787|53|IS_LOCATED_IN
788|53|IS_LOCATED_IN
789|53|IS_LOCATED_IN
790|53|IS_LOCATED_IN
791|53|IS_LOCATED_IN
792|53|IS_LOCATED_IN
793|53|IS_LOCATED_IN
794|53|IS_LOCATED_IN
795|53|IS_LOCATED_IN
796|53|IS_LOCATED_IN
797|53|IS_LOCATED_IN
798|53|IS_LOCATED_IN
799|53|IS_LOCATED_IN
800|53|IS_LOCATED_IN
801|53|IS_LOCATED_IN
802|53|IS_LOCATED_IN
803|53|IS_LOCATED_IN
804|53|IS_LOCATED_IN
805|53|IS_LOCATED_IN
806|53|IS_LOCATED_IN
807|53|IS_LOCATED_IN
808|53|IS_LOCATED_IN
809|86|IS_LOCATED_IN
810|86|IS_LOCATED_IN
811|86|IS_LOCATED_IN
812|86|IS_LOCATED_IN
813|86|IS_LOCATED_IN
814|27|IS_LOCATED_IN
815|27|IS_LOCATED_IN
816|27|IS_LOCATED_IN
817|27|IS_LOCATED_IN
818|87|IS_LOCATED_IN
819|87|IS_LOCATED_IN
820|87|IS_LOCATED_IN
821|87|IS_LOCATED_IN
822|87|IS_LOCATED_IN
823|87|IS_LOCATED_IN
824|88|IS_LOCATED_IN
825|88|IS_LOCATED_IN
826|88|IS_LOCATED_IN
827|88|IS_LOCATED_IN
828|89|IS_LOCATED_IN
829|89|IS_LOCATED_IN
830|89|IS_LOCATED_IN
831|89|IS_LOCATED_IN
832|89|IS_LOCATED_IN
833|89|IS_LOCATED_IN
834|89|IS_LOCATED_IN
835|89|IS_LOCATED_IN
836|89|IS_LOCATED_IN
837|89|IS_LOCATED_IN
838|89|IS_LOCATED_IN
839|89|IS_LOCATED_IN
840|89|IS_LOCATED_IN
841|89|IS_LOCATED_IN
842|89|IS_LOCATED_IN
843|89|IS_LOCATED_IN
844|29|IS_LOCATED_IN
845|29|IS_LOCATED_IN
846|29|IS_LOCATED_IN
847|29|IS_LOCATED_IN
848|29|IS_LOCATED_IN
849|29|IS_LOCATED_IN
850|29|IS_LOCATED_IN
851|29|IS_LOCATED_IN
852|29|IS_LOCATED_IN
853|29|IS_LOCATED_IN
854|29|IS_LOCATED_IN
855|29|IS_LOCATED_IN
856|29|IS_LOCATED_IN
857|29|IS_LOCATED_IN
858|29|IS_LOCATED_IN
859|29|IS_LOCATED_IN
860|29|IS_LOCATED_IN
861|30|IS_LOCATED_IN
862|30|IS_LOCATED_IN
863|30|IS_LOCATED_IN
864|90|IS_LOCATED_IN
865|90|IS_LOCATED_IN
866|90|IS_LOCATED_IN
867|32|IS_LOCATED_IN
868|32|IS_LOCATED_IN
869|32|IS_LOCATED_IN
